Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited,CreditScore,Age,Tenure,Balance,EstimatedSalary
France,Male,2,1,0,0,2.063883767202561,-0.7553720748175714,1.03290776479748,-1.2258476714090278,1.3663835143230336
Germany,Female,2,1,0,0,-0.4400359548576657,0.8656389671045572,-1.0417596792253108,0.8244082050543108,-1.1804980481092529
Spain,Female,2,1,0,0,1.4016901216990303,-0.4693113027136664,1.378685672134612,-1.2258476714090278,0.2946406221950676
France,Female,1,1,1,1,1.308569140300096,-0.9460792562201749,1.378685672134612,0.8775598676864382,1.1069116265796453
Spain,Male,2,1,1,0,0.17042381209090204,-0.7553720748175714,-0.004425957213915414,-1.2258476714090278,-1.3866606500895076
Spain,Male,2,1,0,0,2.043190215780576,-0.3739577120123647,-0.004425957213915414,0.6981544949923115,-0.267435700245629
France,Female,1,0,1,0,-1.702342591598772,0.0074566507928420294,1.03290776479748,0.3419138567756818,0.35544978398925386
Spain,Female,1,1,1,0,-0.5435037119675924,2.391296418325384,-1.3875375865624426,-0.21646147933246918,0.9074159674936773
France,Female,1,1,1,0,-1.4954070773789185,0.10281024149414371,-0.695981771888179,-1.2258476714090278,0.7695561432983854
Germany,Male,1,1,1,1,-0.398648852013695,0.6749317857019538,1.378685672134612,1.3617295296508363,-0.054414354692621326
France,Male,2,1,0,0,-1.0918828246502041,-0.8507256655188732,-0.695981771888179,-1.2258476714090278,1.2210067728759364
France,Male,2,1,0,0,1.474117551675979,1.6284676927149706,1.03290776479748,0.6893317318537017,-1.2208687000712597
France,Female,2,1,1,0,0.32562544775579216,-0.8507256655188732,1.378685672134612,-1.2258476714090278,1.6522101716297513
France,Male,3,1,0,1,-1.381592544557999,2.200589236922781,-1.3875375865624426,-0.5242984859072037,1.5244241433591286
France,Male,2,0,1,0,0.3463189991777775,-0.6600184841162697,1.378685672134612,0.3808605325826515,-0.5649781968194975
Spain,Male,2,1,1,0,0.4290932048657189,0.6749317857019538,-1.0417596792253108,-1.2258476714090278,0.10247077524246898
France,Female,2,0,0,1,0.9257384389933673,2.0098820555201775,-0.004425957213915414,0.5055301232081121,-1.2886957147952225
Germany,Male,2,1,1,0,0.16007703637990936,3.058771553234496,-1.3875375865624426,-0.3761979032598682,0.21097031498176372
France,Male,2,1,1,0,0.4394399805767116,2.772710781130591,-1.0417596792253108,-1.2258476714090278,-0.6994774227264483
Germany,Male,1,1,0,0,1.1016336260802426,-0.5646648934149681,-1.3875375865624426,0.7308807293210394,-1.0000266514230376
Germany,Male,1,0,1,0,0.3463189991777775,-1.9949687539344934,1.378685672134612,0.22531087029433589,-1.6573980019801662
Spain,Male,2,0,1,0,0.4187464291547262,-0.3739577120123647,0.3413519501232164,-1.2258476714090278,1.3554366166698248
France,Male,4,0,1,1,1.98110956151462,0.48422460429935044,-0.695981771888179,1.03801638961347,0.49438529177202734
France,Female,2,0,0,0,-1.7437296944427425,-0.3739577120123647,-0.004425957213915414,1.1431681671084484,0.15544862665097245
France,Male,1,1,0,0,0.8740045604384039,1.533114102013669,0.3413519501232164,0.9240396051846456,-1.7010330910562692
France,Female,2,1,1,0,0.3152786720447995,2.2959428276240823,0.6871298574603482,-1.2258476714090278,-0.7831268631388308
France,Female,1,0,1,0,-0.3572617491697243,-0.7553720748175714,1.03290776479748,-1.2258476714090278,-0.4109728593015245
France,Female,4,1,0,1,2.063883767202561,-0.3739577120123647,-1.0417596792253108,0.8344129674689701,-0.4279657386316098
France,Male,2,0,1,0,-0.1606730106608635,0.38887101359804876,1.7244635794717436,0.7326363388220356,1.3746752854490418
Germany,Male,1,1,0,1,-0.12963268352788548,0.2935174228967471,1.03290776479748,1.1009333696543697,1.623810977246178
Spain,Female,1,1,0,0,1.7534804958727812,-0.7553720748175714,-1.0417596792253108,0.28426707093062403,0.06052346258086639
Germany,Female,1,0,0,1,0.44978675628770426,1.8191748741175742,-1.3875375865624426,1.0694301640002903,0.044138850497630645
France,Male,2,1,0,0,0.6463754947965651,0.1981638321954454,-0.695981771888179,-1.2258476714090278,-0.770649211748053
Germany,Male,1,1,1,1,-1.1125763760721894,0.1981638321954454,0.3413519501232164,1.0716449501692027,1.5994389015503667
France,Female,1,1,1,0,-0.015818150706966082,0.1981638321954454,-0.695981771888179,0.8726110170225937,0.7776035989636095
France,Female,1,1,0,1,1.308569140300096,-0.8507256655188732,-0.35020386455104724,0.9835102760143059,-1.6533811428028575
France,Male,2,0,0,0,-0.9263344132743214,-0.5646648934149681,0.3413519501232164,-1.2258476714090278,1.2796591769049215
Spain,Male,1,0,1,0,0.7601900276174844,0.1981638321954454,-0.004425957213915414,-1.2258476714090278,0.2723760933922856
Spain,Female,1,1,1,1,0.1497302606689167,1.1516997392084622,1.03290776479748,-1.2258476714090278,-1.063541889516673
France,Male,1,0,1,0,-2.1679474985934424,2.0098820555201775,-1.3875375865624426,1.0277906133680754,1.2918460842028656
Spain,Male,1,1,1,0,-0.7400924504764532,-1.6135543911292867,-0.695981771888179,0.6762587397250506,-0.8739788276691413
Germany,Male,1,1,1,0,1.308569140300096,-0.3739577120123647,0.6871298574603482,0.7441675230814535,-0.41595463413142586
France,Female,2,0,0,0,0.9153916632823745,-0.27860412131106305,-1.7333154938995745,-1.2258476714090278,0.5803636410572108
France,Male,2,1,1,0,0.09799638211395333,0.10281024149414371,-0.004425957213915414,0.885789788069508,-1.0664435920747577
France,Female,2,1,1,0,-0.99876184325127,-0.3739577120123647,1.03290776479748,-1.2258476714090278,1.333548907513676
France,Female,2,1,1,0,2.063883767202561,-1.4228472097266833,0.3413519501232164,-1.2258476714090278,-1.5116317469158758
Germany,Female,1,1,0,1,1.98110956151462,-0.3739577120123647,1.378685672134612,0.69657342070645,-0.9020069407763345
France,Female,1,1,0,1,1.3913433459880375,-0.08789693990845966,-1.3875375865624426,-1.2258476714090278,0.6064346221280139
France,Male,2,1,1,0,-1.040148946095241,-1.3274936190253817,-1.7333154938995745,-1.2258476714090278,1.462951765075667
Spain,Female,2,0,0,0,1.029206196103294,0.0074566507928420294,0.3413519501232164,-1.2258476714090278,-1.4054818089602952
Spain,Female,1,1,1,0,-1.6609554887548013,-0.08789693990845966,-0.695981771888179,0.33304669854561914,-0.12681815441860853
Germany,Male,1,1,0,0,-0.4710762819906437,-1.0414328469214764,1.7244635794717436,0.5962876337226766,-1.1646457133395123
Spain,Female,2,1,0,1,-0.905640861852336,0.2935174228967471,0.3413519501232164,0.36173714660042144,0.9434873629059103
France,Male,2,1,1,0,0.25319801777884343,-0.4693113027136664,1.03290776479748,-1.2258476714090278,1.4737520734524052
Spain,Female,1,1,1,0,-0.30552787061476094,-0.27860412131106305,0.6871298574603482,0.6387250138323386,0.9677542351470779
France,Male,1,0,1,0,2.063883767202561,0.10281024149414371,0.3413519501232164,0.3342309416169045,-0.19606080769505893
France,Male,2,1,1,0,0.6256819433745797,0.1981638321954454,-0.695981771888179,-1.2258476714090278,1.6286073853278973
Germany,Female,2,0,1,1,-1.0504957218062334,1.533114102013669,-1.3875375865624426,0.9793592548279083,0.28618435112179796
Germany,Male,2,1,0,1,1.1740610560571914,-0.4693113027136664,0.3413519501232164,0.5172650120207313,1.1517526428589795
Germany,Male,2,1,1,0,-0.2434472163488049,-0.8507256655188732,-0.695981771888179,0.8379772362011821,-1.0414486423714517
France,Female,2,0,0,0,2.063883767202561,-0.4693113027136664,-1.0417596792253108,-1.2258476714090278,-0.8376490317055022
Spain,Female,1,1,1,0,-0.3779553005917097,-0.27860412131106305,-1.3875375865624426,-0.5197759563381782,-0.46534982971178657
Germany,Female,1,1,0,1,0.35666577488877016,0.48422460429935044,-1.0417596792253108,0.6919165839654475,0.7876662659277871
Germany,Female,2,0,0,0,0.33597222346678485,0.9609925578058589,0.6871298574603482,0.5178637848065375,0.707261786948641
Spain,Male,2,0,0,0,-0.07789880497292212,-0.3739577120123647,-1.0417596792253108,-1.2258476714090278,-0.5583762887880815
Germany,Female,1,1,0,1,-0.9263344132743214,0.9609925578058589,-1.3875375865624426,0.40932323542101107,0.5731658119694905
Spain,Female,2,1,0,0,-0.5124633848346144,-1.80426157253189,1.378685672134612,0.7366174726548584,-0.23124484239812287
France,Female,2,0,1,0,1.1947546074791768,-1.1367864376227783,0.6871298574603482,1.3190435690832552,-0.9131136433465972
France,Male,1,1,1,0,0.5015206348426676,-0.9460792562201749,-0.695981771888179,0.7885882579085545,0.8961155514548635
Germany,Male,1,1,1,0,2.063883767202561,-0.9460792562201749,-1.3875375865624426,1.252591008834945,1.112013907184866
Germany,Female,1,1,0,1,1.4637707759649863,1.0563461485071606,-0.35020386455104724,1.1255016453186648,-1.4530568978303142
Germany,Male,1,0,1,1,-0.15032623494987085,2.6773571904292894,0.6871298574603482,0.9652079588173236,-0.5796995509793149
Germany,Male,2,0,1,0,2.063883767202561,0.38887101359804876,-0.004425957213915414,0.8465390780080755,-1.4058252417254546
Spain,Male,2,1,0,0,-0.23310044063781224,0.10281024149414371,1.7244635794717436,-1.2258476714090278,0.06507555520180099
France,Female,2,0,1,0,0.8843513361493965,2.2959428276240823,1.7244635794717436,-1.2258476714090278,-1.7317278074311695
France,Female,2,0,1,0,0.6256819433745797,-1.7089079818305883,-1.7333154938995745,0.10190742126627068,-1.715973720515766
Spain,Female,2,0,1,0,-0.6987053476324826,-1.6135543911292867,-1.0417596792253108,-1.2258476714090278,-1.636389828482841
France,Male,2,1,0,0,1.1016336260802426,0.6749317857019538,-1.7333154938995745,-1.2258476714090278,-1.0890764199137968
Germany,Female,1,0,1,0,1.0188594203923014,-0.5646648934149681,1.7244635794717436,0.0033068847757391994,-1.2119057135156233
France,Male,1,1,0,0,0.5636012891086236,-0.4693113027136664,0.6871298574603482,0.6607969070256171,-1.6970198835691217
France,Male,1,1,1,0,-0.6780117962104972,1.4377605113123673,1.03290776479748,0.17019877171039313,-0.7780551871749614
France,Female,1,1,0,1,-2.209334601437413,0.38887101359804876,0.3413519501232164,-1.2258476714090278,0.8388580930674536
France,Female,1,1,1,0,0.9360852147043599,2.391296418325384,-1.0417596792253108,-0.11499016710870402,-0.7103844995678992
France,Male,2,1,1,0,0.9050448875713819,-1.23214002832408,1.378685672134612,-1.2258476714090278,-0.8945823591186048
Spain,Female,2,1,1,0,-0.6676650204995045,-0.5646648934149681,1.7244635794717436,-0.1528540514432683,0.7071896225954556
France,Female,2,1,1,0,-0.2434472163488049,1.7238212834162723,1.378685672134612,-1.2258476714090278,0.13254209593985175
Spain,Male,2,1,1,0,-1.0298021703842482,3.5355395067410043,-1.0417596792253108,0.8322047524146773,1.4194378773349143
Germany,Male,1,0,0,0,-0.46072950627965104,-0.08789693990845966,-0.695981771888179,0.3752209135283289,-1.0961259208249698
France,Male,1,1,1,0,0.24285124206785078,-1.6135543911292867,-0.695981771888179,-1.2258476714090278,1.284183794904643
Germany,Female,1,1,0,0,-0.6883585719214899,-0.7553720748175714,0.3413519501232164,1.220247181322848,-0.013762348698194898
France,Male,2,1,0,0,-0.6262779176555339,0.10281024149414371,1.03290776479748,-1.2258476714090278,-0.6461267511414882
France,Male,2,1,1,0,-0.6780117962104972,1.6284676927149706,-0.35020386455104724,0.9895345456804954,-0.7790689659197108
France,Female,1,0,1,0,-1.474713525956933,-1.3274936190253817,-1.0417596792253108,0.5595006108302515,-0.9023705447823844
Germany,Male,1,1,0,0,-1.9920523115065667,0.48422460429935044,0.6871298574603482,0.12662506958484068,1.3659493109738674
France,Female,2,1,1,0,0.4290932048657189,-0.27860412131106305,-0.695981771888179,-1.2258476714090278,-1.596449728179839
Germany,Male,2,1,0,0,-1.536794180222889,-0.5646648934149681,-0.004425957213915414,1.5736659264881687,-1.1614057947164989
France,Male,2,1,0,0,-1.3712457688470063,0.6749317857019538,-0.695981771888179,-1.2258476714090278,-0.40993612707576205
Germany,Male,2,1,1,0,0.09799638211395333,0.6749317857019538,-0.004425957213915414,0.5214221235084832,-1.154797974424822
Germany,Female,1,1,0,1,0.49117385913167494,1.247053329909764,-1.3875375865624426,0.5035855540940364,1.1962963072251884
France,Male,1,0,0,1,0.2842383449118215,1.4377605113123673,0.6871298574603482,0.8402865823121783,1.5938060825317277
Spain,Male,1,1,1,0,1.2671820374561256,2.2959428276240823,1.378685672134612,0.5560435634560973,-0.12170943988310384
Germany,Female,1,0,0,0,-0.3262214220367463,1.247053329909764,1.03290776479748,0.763102590534957,-1.324793541488622
Germany,Male,1,0,1,0,0.3463189991777775,1.9145284648188758,1.378685672134612,0.7370098162789627,-1.4656001057539862
France,Male,2,1,1,0,-0.1606730106608635,-0.4693113027136664,-0.695981771888179,0.9328820816671135,-0.283740149035326
France,Female,1,1,1,0,0.3049318963338068,-1.3274936190253817,-0.35020386455104724,0.7585728487669589,-0.17263608476106457
Germany,Male,1,1,1,0,-0.4400359548576657,-0.4693113027136664,-0.695981771888179,0.4776503263178192,-1.1033493117438187
Germany,Female,2,1,0,1,-0.4917698334126291,1.533114102013669,0.6871298574603482,0.8211867561799251,0.6847592027253507
Spain,Male,1,1,1,1,-0.7400924504764532,0.38887101359804876,-1.0417596792253108,1.111607103591501,1.7095497061007843
Germany,Female,1,0,0,0,1.09128685036925,-0.4693113027136664,-1.0417596792253108,1.1493813963877177,1.6431604139602847
France,Male,1,0,0,0,-0.40899562772468767,-0.8507256655188732,-1.0417596792253108,0.44330599508183754,1.03533067436998
Germany,Male,1,0,0,0,-1.2263909088931089,-1.4228472097266833,1.03290776479748,1.0621062560792554,-1.145218026121952
Germany,Female,1,1,0,1,0.3463189991777775,2.2959428276240823,-0.695981771888179,0.07628744672069608,-0.529441687070875
Germany,Female,2,0,0,0,-0.036511702128951426,-0.5646648934149681,-0.695981771888179,1.4756891650732147,-0.17076137658831284
France,Male,1,1,0,0,-0.6987053476324826,-0.08789693990845966,1.03290776479748,-1.2258476714090278,-0.9084306115498828
Germany,Male,2,1,1,0,1.277528813167118,0.2935174228967471,-1.0417596792253108,0.8928389913452349,1.0915993941737456
France,Male,1,0,1,0,0.2738915692008288,1.8191748741175742,1.378685672134612,-1.2258476714090278,1.192192676934049
Germany,Male,1,0,0,0,-1.1229231517831821,-1.3274936190253817,1.03290776479748,1.0072110042777527,-0.7949880744523984
Spain,Male,2,0,1,0,-0.38830207630270236,-0.9460792562201749,-1.7333154938995745,-1.2258476714090278,0.5878713421386094
France,Male,2,1,0,0,0.16007703637990936,0.10281024149414371,-0.004425957213915414,-1.2258476714090278,0.8309822668398054
France,Female,1,0,1,0,1.308569140300096,-1.0414328469214764,-1.0417596792253108,0.9309444042098339,0.31688219751683633
Germany,Male,2,1,0,1,-0.7193988990544679,1.0563461485071606,-1.0417596792253108,1.07931856960486,1.4108391903453579
France,Male,2,1,0,0,0.5636012891086236,-0.6600184841162697,0.6871298574603482,-1.2258476714090278,-1.6027210713066635
France,Female,1,0,1,0,0.2325044663568581,0.48422460429935044,1.03290776479748,0.9128893853020643,-1.6412095378255886
Germany,Female,2,1,0,1,-0.5848908148115631,-1.518200800427985,-0.35020386455104724,0.45305352239981084,-0.7535300882723952
Germany,Female,1,1,0,1,-0.026164926417958756,1.1516997392084622,-1.0417596792253108,0.6425099758531093,-1.6688084903938383
France,Male,2,0,1,0,-0.4710762819906437,0.1981638321954454,1.7244635794717436,-1.2258476714090278,-0.05003076148912453
France,Female,1,1,1,0,0.8636577847274112,0.10281024149414371,1.378685672134612,1.6095850814375687,-1.5179034378227154
France,Female,2,0,1,0,-0.812519880453402,-0.27860412131106305,1.03290776479748,-0.13042395236768883,-0.864058054951227
France,Female,2,1,1,0,-0.5745440391005705,-0.5646648934149681,1.378685672134612,-1.2258476714090278,-1.0197323887628713
France,Male,2,0,1,0,1.0188594203923014,0.2935174228967471,-1.0417596792253108,-0.3166805935435191,1.4859441974505798
Spain,Male,1,0,1,1,-0.8021731047424093,0.6749317857019538,-0.695981771888179,-0.17977061909301084,1.5632435225626609
Spain,Male,1,0,1,0,-0.27448754348178295,-0.5646648934149681,0.3413519501232164,-0.16452980022431288,1.2299026378886104
France,Male,1,0,0,1,0.5429077376866382,1.6284676927149706,1.378685672134612,-1.2258476714090278,-0.252886671083418
France,Female,1,1,0,0,0.1497302606689167,0.1981638321954454,1.03290776479748,0.31511957596629525,0.6424841073992796
France,Male,2,1,0,0,-0.026164926417958756,0.2935174228967471,-0.35020386455104724,-1.2258476714090278,-1.405154721855857
Spain,Male,1,1,0,1,2.063883767202561,0.8656389671045572,-1.0417596792253108,-1.2258476714090278,1.2056674136288392
Germany,Female,1,1,1,0,-0.84356020758638,-0.6600184841162697,1.03290776479748,1.103378946190402,0.5555509280819488
France,Female,2,1,1,0,-0.8746005347193581,-1.7089079818305883,-0.695981771888179,-1.2258476714090278,-1.6774085685034557
Germany,Female,2,1,1,0,-1.1746570303381456,0.7702853764032556,-0.35020386455104724,0.7645955157222655,-0.8556906416718797
Germany,Female,1,1,1,1,0.5739480648196164,0.6749317857019538,0.6871298574603482,0.5577801006975882,0.8534523336316602
France,Male,1,0,0,0,0.8636577847274112,0.38887101359804876,0.6871298574603482,0.5019655339337233,1.4331221514889536
Germany,Female,1,1,0,1,-0.6676650204995045,-0.27860412131106305,-0.004425957213915414,0.4361745727378245,1.6342586366873497
France,Female,2,1,1,0,-0.398648852013695,-0.08789693990845966,-1.3875375865624426,-1.2258476714090278,-1.5803302983583087
France,Male,1,1,1,0,-0.026164926417958756,-0.4693113027136664,-1.7333154938995745,-1.2258476714090278,1.1796971148724806
France,Female,1,1,1,0,-0.967721516118292,-1.1367864376227783,-0.695981771888179,0.18035611220109288,0.40005691820826417
Spain,Female,1,1,1,0,-0.07789880497292212,-1.80426157253189,-1.7333154938995745,0.9107797369670623,-1.6715098716630803
France,Female,1,1,1,0,-2.2507217042813834,0.9609925578058589,1.7244635794717436,-1.2258476714090278,-0.21525200450218046
Germany,Male,1,1,1,0,-0.07789880497292212,0.1981638321954454,0.6871298574603482,1.2567941181250328,-0.8768048880738869
France,Female,2,1,0,0,-1.6816490401767865,-0.27860412131106305,-1.7333154938995745,-1.2258476714090278,0.6361762473708434
Germany,Male,1,1,0,1,1.1119804017912354,2.772710781130591,0.3413519501232164,0.5787382700984237,-1.1168050944277723
Germany,Male,1,0,1,0,0.9567787661263453,0.0074566507928420294,-0.695981771888179,0.6925291400648457,-1.2859880734857039
France,Female,1,1,0,1,0.8222706818834405,0.7702853764032556,0.6871298574603482,-1.2258476714090278,-1.1601416143606964
Spain,Male,2,0,1,0,0.9878190932593233,0.9609925578058589,0.6871298574603482,-1.2258476714090278,-1.5649055591174432
Germany,Female,2,1,1,0,0.16007703637990936,1.9145284648188758,1.03290776479748,1.2201216890607265,1.542266301486702
Germany,Female,2,0,0,0,-0.7297456747654606,-0.5646648934149681,0.6871298574603482,0.8840732847140522,-0.35325841797394253
France,Male,2,0,0,0,2.063883767202561,-1.1367864376227783,0.3413519501232164,0.3232480447504852,0.9155295013618179
France,Male,1,0,1,0,-0.905640861852336,-1.6135543911292867,-0.695981771888179,0.9792106835290749,-1.6397547740213736
Germany,Female,2,1,1,0,1.1947546074791768,-1.0414328469214764,-0.695981771888179,-0.22066202428514456,-1.5112399727285821
France,Male,1,0,1,0,0.08764960640296066,-0.6600184841162697,1.378685672134612,0.3027719707831898,1.5208593982017766
Spain,Male,2,1,1,0,-0.4503827305686584,-1.0414328469214764,-1.3875375865624426,0.9528149969162354,0.1820611012056777
Germany,Male,3,1,1,0,-0.06755202926192945,-0.3739577120123647,-0.004425957213915414,1.3639906341642605,-0.6311271729693895
France,Male,1,1,1,0,0.9878190932593233,0.7702853764032556,1.03290776479748,1.056124618522548,-0.6608449752811675
Spain,Male,2,1,1,0,-0.6469714690775192,-0.5646648934149681,-1.0417596792253108,-1.2258476714090278,-1.5233926236950144
Spain,Male,2,0,1,0,0.4187464291547262,-0.8507256655188732,1.378685672134612,-1.2258476714090278,-1.5498329471421208
France,Female,1,1,1,0,0.16007703637990936,-0.08789693990845966,0.3413519501232164,0.8102857578396158,-1.597062168786873
Spain,Female,1,1,1,0,-0.10893913210590014,0.6749317857019538,-0.695981771888179,-1.2258476714090278,0.9767373929436045
Germany,Female,2,1,1,0,-0.40899562772468767,-0.9460792562201749,-0.35020386455104724,0.03846491232690776,-1.2722236360381258
Spain,Female,1,1,0,1,0.004875400715019266,0.5795781950006521,1.03290776479748,0.3115190859681322,-0.2661876916605404
France,Female,2,1,0,0,-1.2574312360260869,-0.9460792562201749,1.03290776479748,-1.2258476714090278,-1.3954347920968082
France,Female,1,1,1,0,0.2635447934898361,-0.27860412131106305,-0.695981771888179,0.24402396229057446,-0.08167283062584198
Germany,Female,2,1,1,0,-0.11928590781689281,0.6749317857019538,1.7244635794717436,0.5376325824612624,0.5895801592440383
France,Male,2,0,1,0,1.3603030188550596,-0.27860412131106305,-0.004425957213915414,0.07572537601410562,0.1376015996031842
Germany,Male,1,1,1,0,-0.09859235639490747,-0.6600184841162697,-0.004425957213915414,0.7446520225813175,-0.01626532146867904
France,Female,1,1,0,0,0.48082708342068226,-0.08789693990845966,-1.3875375865624426,1.6921415203649537,-0.8796528586195995
France,Male,1,1,0,1,-0.2848343191927756,0.5795781950006521,-1.7333154938995745,-1.2258476714090278,1.6770557498164638
Spain,Female,2,1,0,1,-1.6195683859108305,0.1981638321954454,-1.0417596792253108,-0.10435618040146576,1.5360728610833168
France,Female,2,1,0,1,0.8326174575944332,-0.08789693990845966,1.7244635794717436,0.7568936885750713,1.2389739579190286
France,Male,1,1,0,0,0.0669560549809753,0.48422460429935044,0.3413519501232164,0.00014665945707556345,-0.3654881022137749
France,Female,2,0,0,0,0.9671255418373379,-0.08789693990845966,1.378685672134612,-1.2258476714090278,-1.376330366403517
Spain,Male,2,1,1,0,1.277528813167118,0.6749317857019538,1.378685672134612,-1.2258476714090278,-1.13577962428533
Germany,Female,1,0,0,1,2.063883767202561,0.5795781950006521,-1.3875375865624426,0.7274544539958346,-1.6210866383573406
France,Female,2,1,1,0,-1.0298021703842482,0.5795781950006521,0.3413519501232164,-1.2258476714090278,-0.8511361145908376
France,Male,1,0,0,1,-0.12963268352788548,-0.27860412131106305,0.3413519501232164,1.7945441678827017,-0.9226402074171106
France,Female,2,1,0,0,1.4637707759649863,0.2935174228967471,-1.7333154938995745,0.36157222765058333,-0.9204038080283934
France,Female,1,0,1,0,0.16007703637990936,-0.27860412131106305,1.03290776479748,-1.2258476714090278,1.0185911527810778
Germany,Female,2,0,0,0,0.6774158219295431,-0.8507256655188732,-1.0417596792253108,2.0720630132300832,-0.6021042351282835
France,Female,1,1,0,0,-0.5848908148115631,-0.7553720748175714,-1.7333154938995745,0.045758368741169765,-0.3796780485101355
Germany,Male,2,1,1,0,-0.5228101605456071,1.7238212834162723,1.378685672134612,0.9932021892646467,0.06013134061355762
France,Male,2,1,1,0,-0.8849473104303507,0.9609925578058589,0.6871298574603482,-1.2258476714090278,-0.18225376719560035
Germany,Male,2,0,1,0,0.2842383449118215,0.8656389671045572,-1.0417596792253108,0.394491428369598,1.6238857499494788
Spain,Female,2,1,1,0,-0.026164926417958756,-0.7553720748175714,-0.004425957213915414,-1.2258476714090278,-1.6500634953464124
France,Male,1,1,0,0,-0.0882455806839148,0.10281024149414371,1.03290776479748,0.5246304301536301,-0.8218516461781874
Germany,Male,2,1,1,1,0.5739480648196164,2.6773571904292894,-1.3875375865624426,0.7499212551506299,-0.23618366639612806
Spain,Male,1,1,1,0,0.18077058780189473,0.38887101359804876,1.7244635794717436,0.5857655162350561,0.0058016682853833795
Spain,Male,2,1,0,0,-0.1606730106608635,0.1981638321954454,-1.3875375865624426,-1.2258476714090278,1.3132392501771843
Spain,Male,2,1,1,0,-0.4917698334126291,-0.8507256655188732,0.3413519501232164,0.8504402365678477,-1.4051597646660798
France,Female,1,0,1,0,-0.1606730106608635,3.1541251439357976,-0.35020386455104724,-0.026814143013031727,-1.2631702266784979
France,Female,2,1,0,0,-0.0882455806839148,0.10281024149414371,0.6871298574603482,-1.2258476714090278,1.4584694023478104
Spain,Female,2,1,0,1,1.3913433459880375,1.4377605113123673,-1.3875375865624426,-1.2258476714090278,-0.9559832686089118
Germany,Female,2,1,0,0,-0.23310044063781224,-1.0414328469214764,-0.695981771888179,1.2349246473162494,0.18581486480137308
France,Female,2,0,1,0,-1.567834507355867,-0.08789693990845966,1.378685672134612,-1.2258476714090278,1.442451698180771
Spain,Male,2,0,1,0,-0.8642537590083653,-0.4693113027136664,1.7244635794717436,-1.2258476714090278,1.0691027222107168
Spain,Male,1,1,1,0,-2.085173292905501,-0.6600184841162697,-1.7333154938995745,1.268280747021909,1.158138579500862
Spain,Male,2,1,1,0,0.522214186264653,-0.3739577120123647,1.7244635794717436,1.3335838430250904,-0.5028307775262388
Spain,Male,1,0,1,0,-0.38830207630270236,-0.18325053060976135,-0.695981771888179,1.5252563648160076,-1.64738385032813
Germany,Female,2,1,1,0,0.33597222346678485,0.0074566507928420294,-1.0417596792253108,-0.4615874542147411,-0.24467645437100966
France,Male,2,0,1,0,-0.7193988990544679,-0.3739577120123647,-0.35020386455104724,-1.2258476714090278,-0.23834094583135282
France,Male,1,0,0,1,-0.3158746463257536,2.105235646221479,-0.004425957213915414,-1.2258476714090278,-1.1902548425499289
Spain,Male,1,1,1,0,-0.9263344132743214,-1.0414328469214764,0.3413519501232164,0.7565774737178991,-0.5136933385257246
Germany,Male,2,1,1,0,-0.9573747404072994,-1.23214002832408,-1.3875375865624426,1.1598402067954685,-1.3159860125998475
France,Male,1,0,1,0,-0.0882455806839148,-0.3739577120123647,-1.0417596792253108,0.9083533929616235,0.3854205962622001
Germany,Male,2,1,0,0,1.598278860207891,-1.4228472097266833,0.3413519501232164,1.0695764915038881,1.4945060197585083
France,Male,2,0,1,0,0.3773593263107555,-0.3739577120123647,1.378685672134612,-1.2258476714090278,-0.4687452060016623
Spain,Male,3,1,0,1,0.4601335319986969,1.6284676927149706,-1.3875375865624426,-1.2258476714090278,1.524045932592434
France,Male,2,1,0,0,-0.9159876375633287,-0.5646648934149681,0.3413519501232164,-1.2258476714090278,0.19997542368643664
Germany,Male,2,0,0,0,-0.38830207630270236,-0.08789693990845966,1.378685672134612,0.7978293285875697,-1.464680575393397
France,Male,1,1,0,0,-0.6366246933665265,-0.18325053060976135,-0.004425957213915414,-1.2258476714090278,-0.6740910466158643
Spain,Male,1,1,1,0,-0.5952375905225558,-0.7553720748175714,1.03290776479748,0.5806212951146006,1.33510400585232
France,Male,1,0,1,0,0.6567222705075577,-0.4693113027136664,-0.004425957213915414,1.0367478439497504,-0.020765594867326344
Spain,Female,2,1,1,0,-0.6469714690775192,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,0.15039590469793937
Spain,Male,2,1,0,0,0.2945851206228141,0.0074566507928420294,0.3413519501232164,-1.2258476714090278,-1.527174731361961
Spain,Male,1,1,1,0,0.8222706818834405,-0.08789693990845966,-0.004425957213915414,0.6792364162741654,1.0994588747406724
France,Male,2,1,1,0,1.887988580115686,0.7702853764032556,-1.0417596792253108,-1.2258476714090278,1.4286373543009894
Spain,Female,2,1,1,0,-0.6676650204995045,-0.5646648934149681,0.6871298574603482,-1.2258476714090278,1.1854283556354641
Spain,Female,2,1,0,1,-0.8642537590083653,1.4377605113123673,-0.004425957213915414,0.2537158755409153,1.0172638503524893
Germany,Male,1,1,0,1,-0.13997945923887817,-0.8507256655188732,-1.3875375865624426,0.7324331150820992,0.04305899354996467
France,Male,1,1,0,0,0.6256819433745797,-0.08789693990845966,-0.35020386455104724,0.7510296899971598,0.7257749866158347
France,Male,2,0,0,0,1.8362547015607225,-0.8507256655188732,-0.35020386455104724,-0.05474394448286726,1.0708304933269825
Spain,Male,2,0,0,0,-1.5574877316448745,-0.08789693990845966,0.6871298574603482,-1.2258476714090278,1.598448945736669
